2023-11-14-bithumb-btc-orderbook
   ,  price  ,quantity  ,type,         timestamp
3,49549000,0.0061,0,2023-11-13 22:41:02
4,49548000,0.0043,0,2023-11-13 22:41:02
0,49553000,0.5090,1,2023-11-13 22:41:02
1,49554000,0.0049,1,2023-11-13 22:41:02
2,49555000,0.0519,1,2023-11-13 22:41:02
3,49556000,0.7925,1,2023-11-13 22:41:02
4,49557000,0.0042,1,2023-11-13 22:41:02
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.0099,0,2023-11-13 22:41:07
1,49551000,0.1774,0,2023-11-13 22:41:07
2,49550000,0.0073,0,2023-11-13 22:41:07
3,49549000,0.0061,0,2023-11-13 22:41:07
4,49548000,0.0043,0,2023-11-13 22:41:07
0,49553000,0.4269,1,2023-11-13 22:41:07
1,49554000,0.0049,1,2023-11-13 22:41:07
2,49555000,0.0518,1,2023-11-13 22:41:07
3,49556000,0.7925,1,2023-11-13 22:41:07
4,49557000,0.0042,1,2023-11-13 22:41:07
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.3730,0,2023-11-13 22:41:11
1,49550000,0.0073,0,2023-11-13 22:41:11
2,49549000,0.0061,0,2023-11-13 22:41:11
3,49548000,0.0043,0,2023-11-13 22:41:11
4,49547000,0.0882,0,2023-11-13 22:41:11
0,49553000,0.2779,1,2023-11-13 22:41:11
1,49554000,0.0049,1,2023-11-13 22:41:11
2,49556000,0.7925,1,2023-11-13 22:41:11
3,49557000,0.0042,1,2023-11-13 22:41:11
4,49559000,0.0060,1,2023-11-13 22:41:11
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.2119,0,2023-11-13 22:41:16
1,49551000,0.3730,0,2023-11-13 22:41:16
2,49550000,0.0075,0,2023-11-13 22:41:16
3,49549000,0.0063,0,2023-11-13 22:41:16
4,49548000,0.0457,0,2023-11-13 22:41:16
0,49553000,0.0900,1,2023-11-13 22:41:16
1,49554000,0.0051,1,2023-11-13 22:41:16
2,49556000,0.7653,1,2023-11-13 22:41:16
3,49557000,0.0042,1,2023-11-13 22:41:16
4,49559000,0.0060,1,2023-11-13 22:41:16
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.3318,0,2023-11-13 22:41:21
1,49552000,0.2179,0,2023-11-13 22:41:21
2,49551000,0.1613,0,2023-11-13 22:41:21
3,49550000,0.0493,0,2023-11-13 22:41:21
4,49549000,0.0063,0,2023-11-13 22:41:21
0,49555000,0.0500,1,2023-11-13 22:41:21
1,49556000,0.7653,1,2023-11-13 22:41:21
2,49557000,0.0044,1,2023-11-13 22:41:21
3,49559000,0.0062,1,2023-11-13 22:41:21
4,49560000,0.0067,1,2023-11-13 22:41:21
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.3318,0,2023-11-13 22:41:26
1,49552000,0.2179,0,2023-11-13 22:41:26
2,49551000,0.2463,0,2023-11-13 22:41:26
3,49550000,0.0075,0,2023-11-13 22:41:26
4,49549000,0.0063,0,2023-11-13 22:41:26
0,49555000,0.4233,1,2023-11-13 22:41:26
1,49556000,0.0003,1,2023-11-13 22:41:26
2,49557000,0.0044,1,2023-11-13 22:41:26
3,49559000,0.0062,1,2023-11-13 22:41:26
4,49560000,0.0067,1,2023-11-13 22:41:26
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.3218,0,2023-11-13 22:41:31
1,49552000,0.2179,0,2023-11-13 22:41:31
2,49551000,0.2463,0,2023-11-13 22:41:31
3,49550000,0.0075,0,2023-11-13 22:41:31
4,49549000,0.0063,0,2023-11-13 22:41:31
0,49555000,0.4060,1,2023-11-13 22:41:31
1,49556000,0.0003,1,2023-11-13 22:41:31
2,49557000,0.0044,1,2023-11-13 22:41:31
3,49559000,0.0062,1,2023-11-13 22:41:31
4,49560000,0.0067,1,2023-11-13 22:41:31
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0570,0,2023-11-13 22:41:36
1,49552000,0.0062,0,2023-11-13 22:41:36
2,49551000,0.1613,0,2023-11-13 22:41:36
3,49550000,0.0075,0,2023-11-13 22:41:36
4,49549000,0.0063,0,2023-11-13 22:41:36
0,49554000,0.0051,1,2023-11-13 22:41:36
1,49555000,0.4593,1,2023-11-13 22:41:36
2,49556000,0.6795,1,2023-11-13 22:41:36
3,49557000,0.0085,1,2023-11-13 22:41:36
4,49559000,0.0062,1,2023-11-13 22:41:36
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0546,0,2023-11-13 22:41:41
1,49552000,0.0062,0,2023-11-13 22:41:41
2,49551000,0.2452,0,2023-11-13 22:41:41
3,49550000,0.0075,0,2023-11-13 22:41:41
4,49549000,0.0063,0,2023-11-13 22:41:41
0,49555000,0.3889,1,2023-11-13 22:41:41
1,49556000,0.6795,1,2023-11-13 22:41:41
2,49557000,0.0085,1,2023-11-13 22:41:41
3,49559000,0.0062,1,2023-11-13 22:41:41
4,49560000,0.0067,1,2023-11-13 22:41:41
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0388,0,2023-11-13 22:41:46
1,49552000,0.0062,0,2023-11-13 22:41:46
2,49551000,0.1613,0,2023-11-13 22:41:46
3,49550000,0.0075,0,2023-11-13 22:41:46
4,49549000,0.0063,0,2023-11-13 22:41:46
0,49555000,0.3318,1,2023-11-13 22:41:46
1,49556000,0.6795,1,2023-11-13 22:41:46
2,49557000,0.0085,1,2023-11-13 22:41:46
3,49559000,0.0002,1,2023-11-13 22:41:46
4,49560000,0.0067,1,2023-11-13 22:41:46
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.1354,0,2023-11-13 22:41:51
1,49550000,0.0075,0,2023-11-13 22:41:51
2,49549000,0.0063,0,2023-11-13 22:41:51
3,49548000,0.0043,0,2023-11-13 22:41:51
4,49547000,0.0884,0,2023-11-13 22:41:51
0,49553000,0.0019,1,2023-11-13 22:41:51
1,49554000,0.0047,1,2023-11-13 22:41:51
2,49555000,0.3101,1,2023-11-13 22:41:51
3,49556000,0.6795,1,2023-11-13 22:41:51
4,49557000,0.0085,1,2023-11-13 22:41:51
   ,   price , quantity ,e  ,          timestamp
0,49548000,0.0043,0,2023-11-13 22:41:56
1,49547000,0.0053,0,2023-11-13 22:41:56
2,49546000,0.0062,0,2023-11-13 22:41:56
3,49545000,0.0002,0,2023-11-13 22:41:56
4,49544000,0.0055,0,2023-11-13 22:41:56
0,49549000,0.1099,1,2023-11-13 22:41:56
1,49550000,0.0098,1,2023-11-13 22:41:56
2,49553000,0.0506,1,2023-11-13 22:41:56
3,49554000,0.6131,1,2023-11-13 22:41:56
4,49555000,0.2311,1,2023-11-13 22:41:56
   ,   price , quantity ,e  ,          timestamp
0,49543000,0.2228,0,2023-11-13 22:42:01
1,49542000,0.0057,0,2023-11-13 22:42:01
2,49541000,0.0048,0,2023-11-13 22:42:01
3,49540000,0.1379,0,2023-11-13 22:42:01
4,49539000,0.0055,0,2023-11-13 22:42:01
0,49545000,0.0012,1,2023-11-13 22:42:01
1,49546000,0.0049,1,2023-11-13 22:42:01
2,49547000,0.0060,1,2023-11-13 22:42:01
3,49548000,0.0160,1,2023-11-13 22:42:01
4,49549000,0.1040,1,2023-11-13 22:42:01
   ,   price , quantity ,e  ,          timestamp
0,49547000,0.0056,0,2023-11-13 22:42:06
1,49546000,0.0046,0,2023-11-13 22:42:06
2,49545000,0.0046,0,2023-11-13 22:42:06
3,49544000,0.0113,0,2023-11-13 22:42:06
4,49543000,0.0111,0,2023-11-13 22:42:06
0,49548000,0.0108,1,2023-11-13 22:42:06
1,49549000,0.0019,1,2023-11-13 22:42:06
2,49550000,0.0061,1,2023-11-13 22:42:06
3,49551000,0.0557,1,2023-11-13 22:42:06
4,49552000,0.0053,1,2023-11-13 22:42:06
   ,   price , quantity ,e  ,          timestamp
0,49546000,0.2163,0,2023-11-13 22:42:11
1,49545000,0.0046,0,2023-11-13 22:42:11
2,49544000,0.0438,0,2023-11-13 22:42:11
3,49543000,0.0111,0,2023-11-13 22:42:11
4,49542000,0.0941,0,2023-11-13 22:42:11
0,49549000,0.0057,1,2023-11-13 22:42:11
1,49550000,0.0061,1,2023-11-13 22:42:11
2,49551000,0.0557,1,2023-11-13 22:42:11
3,49552000,0.0053,1,2023-11-13 22:42:11
4,49553000,0.0081,1,2023-11-13 22:42:11
   ,   price , quantity ,e  ,          timestamp
0,49547000,0.2780,0,2023-11-13 22:42:16
1,49546000,0.2539,0,2023-11-13 22:42:16
2,49545000,0.0046,0,2023-11-13 22:42:16
3,49544000,0.0113,0,2023-11-13 22:42:16
4,49543000,0.0111,0,2023-11-13 22:42:16
0,49549000,0.0486,1,2023-11-13 22:42:16
1,49550000,0.0061,1,2023-11-13 22:42:16
2,49551000,0.0057,1,2023-11-13 22:42:16
3,49552000,0.0053,1,2023-11-13 22:42:16
4,49553000,0.0081,1,2023-11-13 22:42:16
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.0054,0,2023-11-13 22:42:21
1,49550000,0.0045,0,2023-11-13 22:42:21
2,49549000,0.0052,0,2023-11-13 22:42:21
3,49548000,0.0047,0,2023-11-13 22:42:21
4,49547000,0.0058,0,2023-11-13 22:42:21
0,49552000,0.0595,1,2023-11-13 22:42:21
1,49553000,0.0081,1,2023-11-13 22:42:21
2,49554000,0.0553,1,2023-11-13 22:42:21
3,49555000,0.2311,1,2023-11-13 22:42:21
4,49556000,0.6795,1,2023-11-13 22:42:21
   ,   price , quantity ,e  ,          timestamp
0,49540000,0.1002,0,2023-11-13 22:42:26
1,49539000,0.0055,0,2023-11-13 22:42:26
2,49538000,0.0056,0,2023-11-13 22:42:26
3,49537000,0.0046,0,2023-11-13 22:42:26
4,49536000,0.0499,0,2023-11-13 22:42:26
0,49543000,0.0002,1,2023-11-13 22:42:26
1,49544000,0.0060,1,2023-11-13 22:42:26
2,49545000,0.7700,1,2023-11-13 22:42:26
3,49546000,0.0097,1,2023-11-13 22:42:26
4,49547000,0.0046,1,2023-11-13 22:42:26
   ,   price , quantity ,e  ,          timestamp
0,49539000,0.0055,0,2023-11-13 22:42:31
1,49538000,0.0055,0,2023-11-13 22:42:31
2,49537000,0.0046,0,2023-11-13 22:42:31
3,49536000,0.0055,0,2023-11-13 22:42:31
4,49535000,0.0563,0,2023-11-13 22:42:31
0,49541000,0.0044,1,2023-11-13 22:42:31
1,49542000,0.0049,1,2023-11-13 22:42:31
2,49544000,0.0560,1,2023-11-13 22:42:31
3,49545000,0.0050,1,2023-11-13 22:42:31
4,49546000,0.0046,1,2023-11-13 22:42:31
   ,   price , quantity ,e  ,          timestamp
0,49541000,0.0504,0,2023-11-13 22:42:36
1,49540000,0.2170,0,2023-11-13 22:42:36
2,49539000,0.0055,0,2023-11-13 22:42:36
3,49538000,0.0055,0,2023-11-13 22:42:36
4,49537000,0.0046,0,2023-11-13 22:42:36
0,49544000,0.0435,1,2023-11-13 22:42:36
1,49545000,0.0050,1,2023-11-13 22:42:36
2,49546000,0.0047,1,2023-11-13 22:42:36
3,49547000,0.0046,1,2023-11-13 22:42:36
4,49548000,0.0013,1,2023-11-13 22:42:36
   ,   price , quantity ,e  ,          timestamp
0,49548000,0.0065,0,2023-11-13 22:42:41
1,49546000,0.3149,0,2023-11-13 22:42:41
2,49545000,0.2674,0,2023-11-13 22:42:41
3,49544000,0.0876,0,2023-11-13 22:42:41
4,49543000,0.0052,0,2023-11-13 22:42:41
0,49549000,0.0048,1,2023-11-13 22:42:41
1,49550000,0.0045,1,2023-11-13 22:42:41
2,49551000,0.0045,1,2023-11-13 22:42:41
3,49552000,0.7803,1,2023-11-13 22:42:41
4,49553000,0.0081,1,2023-11-13 22:42:41
   ,   price , quantity ,e  ,          timestamp
0,49550000,0.2596,0,2023-11-13 22:42:46
1,49549000,0.2161,0,2023-11-13 22:42:46
2,49548000,0.0998,0,2023-11-13 22:42:46
3,49547000,0.0050,0,2023-11-13 22:42:46
4,49546000,0.0055,0,2023-11-13 22:42:46
0,49551000,0.0545,1,2023-11-13 22:42:46
1,49552000,0.0055,1,2023-11-13 22:42:46
2,49553000,0.0047,1,2023-11-13 22:42:46
3,49554000,0.0050,1,2023-11-13 22:42:46
4,49555000,0.2917,1,2023-11-13 22:42:46
   ,   price , quantity ,e  ,          timestamp
0,49550000,0.1963,0,2023-11-13 22:42:51
1,49549000,0.2161,0,2023-11-13 22:42:51
2,49548000,0.0998,0,2023-11-13 22:42:51
3,49547000,0.0551,0,2023-11-13 22:42:51
4,49546000,0.0055,0,2023-11-13 22:42:51
0,49552000,0.0042,1,2023-11-13 22:42:51
1,49553000,0.0047,1,2023-11-13 22:42:51
2,49554000,0.0550,1,2023-11-13 22:42:51
3,49555000,0.2917,1,2023-11-13 22:42:51
4,49556000,0.6796,1,2023-11-13 22:42:51
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0046,0,2023-11-13 22:42:56
1,49552000,0.0057,0,2023-11-13 22:42:56
2,49551000,0.0060,0,2023-11-13 22:42:56
3,49550000,0.0051,0,2023-11-13 22:42:56
4,49549000,0.0542,0,2023-11-13 22:42:56
0,49555000,0.1674,1,2023-11-13 22:42:56
1,49556000,0.6796,1,2023-11-13 22:42:56
2,49557000,0.0085,1,2023-11-13 22:42:56
3,49558000,0.0053,1,2023-11-13 22:42:56
4,49559000,0.1139,1,2023-11-13 22:42:56
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0046,0,2023-11-13 22:43:01
1,49552000,0.0057,0,2023-11-13 22:43:01
2,49551000,0.0557,0,2023-11-13 22:43:01
3,49550000,0.0051,0,2023-11-13 22:43:01
4,49549000,0.0044,0,2023-11-13 22:43:01
0,49555000,0.1203,1,2023-11-13 22:43:01
1,49556000,0.6796,1,2023-11-13 22:43:01
2,49557000,0.0085,1,2023-11-13 22:43:01
3,49558000,0.0053,1,2023-11-13 22:43:01
4,49559000,0.1149,1,2023-11-13 22:43:01
   ,   price , quantity ,e  ,          timestamp
0,49555000,0.2171,0,2023-11-13 22:43:06
1,49554000,0.2160,0,2023-11-13 22:43:06
2,49553000,0.0154,0,2023-11-13 22:43:06
3,49552000,0.1444,0,2023-11-13 22:43:06
4,49551000,0.0060,0,2023-11-13 22:43:06
0,49556000,0.5823,1,2023-11-13 22:43:06
1,49557000,0.0085,1,2023-11-13 22:43:06
2,49558000,0.0053,1,2023-11-13 22:43:06
3,49559000,0.0063,1,2023-11-13 22:43:06
4,49560000,0.1077,1,2023-11-13 22:43:06
   ,   price , quantity ,e  ,          timestamp
0,49554000,0.0008,0,2023-11-13 22:43:11
1,49553000,0.0054,0,2023-11-13 22:43:11
2,49552000,0.0057,0,2023-11-13 22:43:11
3,49551000,0.0060,0,2023-11-13 22:43:11
4,49550000,0.0051,0,2023-11-13 22:43:11
0,49556000,0.6216,1,2023-11-13 22:43:11
1,49557000,0.0085,1,2023-11-13 22:43:11
2,49558000,0.0053,1,2023-11-13 22:43:11
3,49559000,0.0063,1,2023-11-13 22:43:11
4,49560000,0.1077,1,2023-11-13 22:43:11
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.0051,0,2023-11-13 22:43:16
1,49549000,0.0114,0,2023-11-13 22:43:16
2,49548000,0.0061,0,2023-11-13 22:43:16
3,49547000,0.0050,0,2023-11-13 22:43:16
4,49546000,0.0932,0,2023-11-13 22:43:16
0,49555000,0.0056,1,2023-11-13 22:43:16
1,49556000,0.5779,1,2023-11-13 22:43:16
2,49557000,0.0470,1,2023-11-13 22:43:16
3,49558000,0.0053,1,2023-11-13 22:43:16
4,49559000,0.0061,1,2023-11-13 22:43:16
   ,   price , quantity ,e  ,          timestamp
0,49556000,0.1758,0,2023-11-13 22:43:21
1,49554000,0.0053,0,2023-11-13 22:43:21
2,49553000,0.0047,0,2023-11-13 22:43:21
3,49552000,0.0051,0,2023-11-13 22:43:21
4,49551000,0.0002,0,2023-11-13 22:43:21
0,49559000,0.0012,1,2023-11-13 22:43:21
1,49560000,0.0066,1,2023-11-13 22:43:21
2,49561000,0.0008,1,2023-11-13 22:43:21
3,49562000,0.0052,1,2023-11-13 22:43:21
4,49564000,0.0424,1,2023-11-13 22:43:21
   ,   price , quantity ,e  ,          timestamp
0,49562000,0.0061,0,2023-11-13 22:43:26
1,49561000,0.0561,0,2023-11-13 22:43:26
2,49560000,0.0042,0,2023-11-13 22:43:26
3,49559000,0.0155,0,2023-11-13 22:43:26
4,49557000,0.0049,0,2023-11-13 22:43:26
0,49567000,0.0479,1,2023-11-13 22:43:26
1,49568000,0.0048,1,2023-11-13 22:43:26
2,49570000,0.0019,1,2023-11-13 22:43:26
3,49571000,0.0061,1,2023-11-13 22:43:26
4,49572000,0.0538,1,2023-11-13 22:43:26
   ,   price , quantity ,e  ,          timestamp
0,49565000,0.1875,0,2023-11-13 22:43:31
1,49564000,0.0048,0,2023-11-13 22:43:31
2,49562000,0.0564,0,2023-11-13 22:43:31
3,49561000,0.0055,0,2023-11-13 22:43:31
4,49560000,0.0042,0,2023-11-13 22:43:31
0,49566000,0.0108,1,2023-11-13 22:43:31
1,49567000,0.0050,1,2023-11-13 22:43:31
2,49568000,0.0050,1,2023-11-13 22:43:31
3,49569000,0.0042,1,2023-11-13 22:43:31
4,49570000,0.7671,1,2023-11-13 22:43:31
   ,   price , quantity ,e  ,          timestamp
0,49548000,0.0063,0,2023-11-13 22:43:36
1,49547000,0.0050,0,2023-11-13 22:43:36
2,49546000,0.0057,0,2023-11-13 22:43:36
3,49545000,0.0062,0,2023-11-13 22:43:36
4,49544000,0.0044,0,2023-11-13 22:43:36
0,49549000,0.0113,1,2023-11-13 22:43:36
1,49552000,0.0083,1,2023-11-13 22:43:36
2,49554000,0.1470,1,2023-11-13 22:43:36
3,49555000,0.0323,1,2023-11-13 22:43:36
4,49556000,0.0057,1,2023-11-13 22:43:36
   ,   price , quantity ,e  ,          timestamp
0,49547000,0.0042,0,2023-11-13 22:43:41
1,49546000,0.0041,0,2023-11-13 22:43:41
2,49545000,0.0059,0,2023-11-13 22:43:41
3,49544000,0.2161,0,2023-11-13 22:43:41
4,49543000,0.0055,0,2023-11-13 22:43:41
0,49550000,0.0044,1,2023-11-13 22:43:41
1,49551000,0.0095,1,2023-11-13 22:43:41
2,49552000,0.0104,1,2023-11-13 22:43:41
3,49553000,0.0051,1,2023-11-13 22:43:41
4,49554000,0.1348,1,2023-11-13 22:43:41
   ,   price , quantity ,e  ,          timestamp
0,49547000,0.0006,0,2023-11-13 22:43:45
1,49544000,0.0059,0,2023-11-13 22:43:45
2,49543000,0.0045,0,2023-11-13 22:43:45
3,49542000,0.0060,0,2023-11-13 22:43:45
4,49541000,0.0054,0,2023-11-13 22:43:45
0,49550000,2.4035,1,2023-11-13 22:43:45
1,49551000,0.0041,1,2023-11-13 22:43:45
2,49552000,0.0104,1,2023-11-13 22:43:45
3,49553000,0.0051,1,2023-11-13 22:43:45
4,49554000,0.0047,1,2023-11-13 22:43:45
   ,   price , quantity ,e  ,          timestamp
0,49548000,0.0028,0,2023-11-13 22:43:50
1,49546000,0.0057,0,2023-11-13 22:43:50
2,49545000,0.0044,0,2023-11-13 22:43:50
3,49544000,0.0017,0,2023-11-13 22:43:50
4,49543000,0.0410,0,2023-11-13 22:43:50
0,49549000,0.0109,1,2023-11-13 22:43:50
1,49550000,0.0109,1,2023-11-13 22:43:50
2,49551000,0.0041,1,2023-11-13 22:43:50
3,49552000,0.0052,1,2023-11-13 22:43:50
4,49553000,0.0051,1,2023-11-13 22:43:50
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.0020,0,2023-11-13 22:43:55
1,49550000,0.0045,0,2023-11-13 22:43:55
2,49549000,0.0046,0,2023-11-13 22:43:55
3,49548000,0.0028,0,2023-11-13 22:43:55
4,49546000,0.0057,0,2023-11-13 22:43:55
0,49554000,0.0041,1,2023-11-13 22:43:55
1,49555000,0.0053,1,2023-11-13 22:43:55
2,49556000,0.0557,1,2023-11-13 22:43:55
3,49557000,0.0973,1,2023-11-13 22:43:55
4,49558000,0.0049,1,2023-11-13 22:43:55
   ,   price , quantity ,e  ,          timestamp
0,49547000,0.2158,0,2023-11-13 22:44:00
1,49546000,0.0057,0,2023-11-13 22:44:00
2,49545000,0.0044,0,2023-11-13 22:44:00
3,49544000,0.0414,0,2023-11-13 22:44:00
4,49543000,0.0045,0,2023-11-13 22:44:00
0,49549000,0.0055,1,2023-11-13 22:44:00
1,49550000,0.0046,1,2023-11-13 22:44:00
2,49551000,0.0045,1,2023-11-13 22:44:00
3,49552000,0.0099,1,2023-11-13 22:44:00
4,49553000,0.0087,1,2023-11-13 22:44:00
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.0098,0,2023-11-13 22:44:05
1,49551000,0.0045,0,2023-11-13 22:44:05
2,49550000,0.0061,0,2023-11-13 22:44:05
3,49549000,0.0049,0,2023-11-13 22:44:05
4,49548000,0.0041,0,2023-11-13 22:44:05
0,49553000,0.0087,1,2023-11-13 22:44:05
1,49554000,0.0041,1,2023-11-13 22:44:05
2,49555000,0.0053,1,2023-11-13 22:44:05
3,49556000,0.0057,1,2023-11-13 22:44:05
4,49557000,0.0052,1,2023-11-13 22:44:05
   ,   price , quantity ,e  ,          timestamp
0,49546000,0.0048,0,2023-11-13 22:44:10
1,49545000,0.0044,0,2023-11-13 22:44:10
2,49544000,0.0054,0,2023-11-13 22:44:10
3,49543000,0.0045,0,2023-11-13 22:44:10
4,49542000,0.0419,0,2023-11-13 22:44:10
0,49548000,0.0040,1,2023-11-13 22:44:10
1,49549000,0.0041,1,2023-11-13 22:44:10
2,49550000,0.0049,1,2023-11-13 22:44:10
3,49551000,0.0561,1,2023-11-13 22:44:10
4,49552000,0.0047,1,2023-11-13 22:44:10
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.1829,0,2023-11-13 22:44:15
1,49550000,0.0061,0,2023-11-13 22:44:15
2,49549000,0.0059,0,2023-11-13 22:44:15
3,49548000,0.0059,0,2023-11-13 22:44:15
4,49547000,0.0061,0,2023-11-13 22:44:15
0,49554000,0.0018,1,2023-11-13 22:44:15
1,49555000,0.0053,1,2023-11-13 22:44:15
2,49556000,0.0057,1,2023-11-13 22:44:15
3,49557000,0.0052,1,2023-11-13 22:44:15
4,49558000,0.0049,1,2023-11-13 22:44:15
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.0011,0,2023-11-13 22:44:20
1,49551000,0.1877,0,2023-11-13 22:44:20
2,49550000,0.0061,0,2023-11-13 22:44:20
3,49549000,0.0059,0,2023-11-13 22:44:20
4,49548000,0.0416,0,2023-11-13 22:44:20
0,49553000,0.0108,1,2023-11-13 22:44:20
1,49554000,0.0042,1,2023-11-13 22:44:20
2,49555000,0.0053,1,2023-11-13 22:44:20
3,49556000,0.0057,1,2023-11-13 22:44:20
4,49557000,0.0052,1,2023-11-13 22:44:20
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.0082,0,2023-11-13 22:44:25
1,49551000,0.3684,0,2023-11-13 22:44:25
2,49550000,0.0061,0,2023-11-13 22:44:25
3,49549000,0.0059,0,2023-11-13 22:44:25
4,49548000,0.0415,0,2023-11-13 22:44:25
0,49553000,0.0058,1,2023-11-13 22:44:25
1,49555000,0.0035,1,2023-11-13 22:44:25
2,49556000,0.0057,1,2023-11-13 22:44:25
3,49557000,0.0052,1,2023-11-13 22:44:25
4,49558000,0.0049,1,2023-11-13 22:44:25
   ,   price , quantity ,e  ,          timestamp
0,49552000,0.1853,0,2023-11-13 22:44:30
1,49551000,0.3684,0,2023-11-13 22:44:30
2,49550000,0.0061,0,2023-11-13 22:44:30
3,49549000,0.0413,0,2023-11-13 22:44:30
4,49548000,0.0059,0,2023-11-13 22:44:30
0,49553000,0.0119,1,2023-11-13 22:44:30
1,49554000,0.0051,1,2023-11-13 22:44:30
2,49555000,0.0035,1,2023-11-13 22:44:30
3,49556000,0.0057,1,2023-11-13 22:44:30
4,49557000,0.0052,1,2023-11-13 22:44:30
   ,   price , quantity ,e  ,          timestamp
0,49551000,0.1198,0,2023-11-13 22:44:35
1,49550000,0.0061,0,2023-11-13 22:44:35
2,49549000,0.0059,0,2023-11-13 22:44:35
3,49548000,0.0059,0,2023-11-13 22:44:35
4,49547000,0.0061,0,2023-11-13 22:44:35
0,49552000,0.0051,1,2023-11-13 22:44:35
1,49553000,0.0170,1,2023-11-13 22:44:35
2,49554000,0.0051,1,2023-11-13 22:44:35
3,49555000,0.2053,1,2023-11-13 22:44:35
4,49556000,0.0057,1,2023-11-13 22:44:35
   ,   price , quantity ,e  ,          timestamp
0,49554000,0.0053,0,2023-11-13 22:44:40
1,49553000,0.2167,0,2023-11-13 22:44:40
2,49552000,0.2426,0,2023-11-13 22:44:40
3,49551000,0.1198,0,2023-11-13 22:44:40
4,49550000,0.0061,0,2023-11-13 22:44:40
0,49555000,0.2006,1,2023-11-13 22:44:40
1,49556000,0.0057,1,2023-11-13 22:44:40
2,49557000,0.0052,1,2023-11-13 22:44:40
3,49558000,0.2067,1,2023-11-13 22:44:40
4,49559000,0.0043,1,2023-11-13 22:44:40
   ,   price , quantity ,e  ,          timestamp
0,49554000,0.2001,0,2023-11-13 22:44:45
1,49553000,0.2167,0,2023-11-13 22:44:45
2,49552000,0.0400,0,2023-11-13 22:44:45
3,49551000,0.1198,0,2023-11-13 22:44:45
4,49550000,0.0061,0,2023-11-13 22:44:45
0,49555000,0.0544,1,2023-11-13 22:44:45
1,49556000,0.0057,1,2023-11-13 22:44:45
2,49557000,0.0052,1,2023-11-13 22:44:45
3,49558000,0.2067,1,2023-11-13 22:44:45
4,49559000,0.0043,1,2023-11-13 22:44:45
   ,   price , quantity ,e  ,          timestamp
0,49555000,0.2096,0,2023-11-13 22:44:50
1,49554000,0.1995,0,2023-11-13 22:44:50
2,49553000,0.0401,0,2023-11-13 22:44:50
3,49552000,0.0046,0,2023-11-13 22:44:50
4,49551000,0.2036,0,2023-11-13 22:44:50
0,49556000,0.0057,1,2023-11-13 22:44:50
1,49557000,0.0052,1,2023-11-13 22:44:50
2,49558000,0.2067,1,2023-11-13 22:44:50
3,49559000,0.0043,1,2023-11-13 22:44:50
4,49560000,0.0042,1,2023-11-13 22:44:50
   ,   price , quantity ,e  ,          timestamp
0,49555000,0.0240,0,2023-11-13 22:44:55
1,49554000,0.1995,0,2023-11-13 22:44:55
2,49553000,0.0050,0,2023-11-13 22:44:55
3,49552000,0.0046,0,2023-11-13 22:44:55
4,49551000,0.1198,0,2023-11-13 22:44:55
0,49556000,0.0043,1,2023-11-13 22:44:55
1,49557000,0.0052,1,2023-11-13 22:44:55
2,49558000,0.2067,1,2023-11-13 22:44:55
3,49559000,0.0043,1,2023-11-13 22:44:55
4,49560000,0.0042,1,2023-11-13 22:44:55
   ,   price , quantity ,e  ,          timestamp
0,49553000,0.0050,0,2023-11-13 22:45:00
1,49552000,0.0046,0,2023-11-13 22:45:00
2,49551000,0.1198,0,2023-11-13 22:45:00
3,49550000,0.0061,0,2023-11-13 22:45:00
4,49549000,0.0059,0,2023-11-13 22:45:00
0,49555000,0.2211,1,2023-11-13 22:45:00
