2023-11-14-bithumb-btc-orderbook
   ,  price  ,quantity  ,type,         timestamp
4,49412000,0.0069,0,2023-11-14 03:07:06
0,49418000,0.7477,1,2023-11-14 03:07:06
1,49419000,0.0041,1,2023-11-14 03:07:06
2,49420000,0.8056,1,2023-11-14 03:07:06
3,49421000,0.0056,1,2023-11-14 03:07:06
4,49422000,0.0052,1,2023-11-14 03:07:06
   ,   price , quantity ,e  ,          timestamp
0,49415000,0.0059,0,2023-11-14 03:07:11
1,49414000,0.0062,0,2023-11-14 03:07:11
2,49413000,0.0049,0,2023-11-14 03:07:11
3,49412000,0.0069,0,2023-11-14 03:07:11
4,49411000,0.0342,0,2023-11-14 03:07:11
0,49416000,0.0002,1,2023-11-14 03:07:11
1,49417000,0.0104,1,2023-11-14 03:07:11
2,49418000,0.2835,1,2023-11-14 03:07:11
3,49419000,0.0041,1,2023-11-14 03:07:11
4,49420000,0.0046,1,2023-11-14 03:07:11
   ,   price , quantity ,e  ,          timestamp
0,49414000,0.0758,0,2023-11-14 03:07:16
1,49413000,0.0052,0,2023-11-14 03:07:16
2,49412000,0.0053,0,2023-11-14 03:07:16
3,49411000,0.0185,0,2023-11-14 03:07:16
4,49410000,0.1069,0,2023-11-14 03:07:16
0,49415000,0.7938,1,2023-11-14 03:07:16
1,49416000,0.0059,1,2023-11-14 03:07:16
2,49417000,0.0050,1,2023-11-14 03:07:16
3,49418000,0.0059,1,2023-11-14 03:07:16
4,49419000,0.0043,1,2023-11-14 03:07:16
   ,   price , quantity ,e  ,          timestamp
0,49412000,0.2150,0,2023-11-14 03:07:21
1,49411000,0.0185,0,2023-11-14 03:07:21
2,49410000,0.1069,0,2023-11-14 03:07:21
3,49409000,0.0429,0,2023-11-14 03:07:21
4,49408000,0.0451,0,2023-11-14 03:07:21
0,49414000,0.0552,1,2023-11-14 03:07:21
1,49415000,0.5725,1,2023-11-14 03:07:21
2,49416000,0.0059,1,2023-11-14 03:07:21
3,49417000,0.0050,1,2023-11-14 03:07:21
4,49418000,0.0817,1,2023-11-14 03:07:21
   ,   price , quantity ,e  ,          timestamp
0,49410000,0.0971,0,2023-11-14 03:07:26
1,49409000,0.0047,0,2023-11-14 03:07:26
2,49408000,0.0069,0,2023-11-14 03:07:26
3,49407000,0.8117,0,2023-11-14 03:07:26
4,49406000,0.1501,0,2023-11-14 03:07:26
0,49412000,0.8020,1,2023-11-14 03:07:26
1,49415000,0.6222,1,2023-11-14 03:07:26
2,49416000,0.0059,1,2023-11-14 03:07:26
3,49417000,0.0050,1,2023-11-14 03:07:26
4,49418000,0.0817,1,2023-11-14 03:07:26
   ,   price , quantity ,e  ,          timestamp
0,49410000,0.0047,0,2023-11-14 03:07:31
1,49409000,0.0047,0,2023-11-14 03:07:31
2,49408000,0.0069,0,2023-11-14 03:07:31
3,49407000,0.8117,0,2023-11-14 03:07:31
4,49406000,0.0602,0,2023-11-14 03:07:31
0,49412000,0.8461,1,2023-11-14 03:07:31
1,49413000,0.0057,1,2023-11-14 03:07:31
2,49415000,0.5722,1,2023-11-14 03:07:31
3,49416000,0.0059,1,2023-11-14 03:07:31
4,49417000,0.0050,1,2023-11-14 03:07:31
   ,   price , quantity ,e  ,          timestamp
0,49408000,0.2145,0,2023-11-14 03:07:36
1,49407000,0.8117,0,2023-11-14 03:07:36
2,49406000,0.0063,0,2023-11-14 03:07:36
3,49405000,0.0044,0,2023-11-14 03:07:36
4,49404000,0.0089,0,2023-11-14 03:07:36
0,49411000,0.0047,1,2023-11-14 03:07:36
1,49412000,0.0099,1,2023-11-14 03:07:36
2,49413000,0.0098,1,2023-11-14 03:07:36
3,49414000,0.0500,1,2023-11-14 03:07:36
4,49415000,0.5722,1,2023-11-14 03:07:36
   ,   price , quantity ,e  ,          timestamp
0,49409000,0.2134,0,2023-11-14 03:07:41
1,49408000,0.0028,0,2023-11-14 03:07:41
2,49407000,0.8117,0,2023-11-14 03:07:41
3,49406000,0.0063,0,2023-11-14 03:07:41
4,49405000,0.0044,0,2023-11-14 03:07:41
0,49411000,0.7277,1,2023-11-14 03:07:41
1,49412000,0.0048,1,2023-11-14 03:07:41
2,49413000,0.0047,1,2023-11-14 03:07:41
3,49415000,0.5722,1,2023-11-14 03:07:41
4,49416000,0.0059,1,2023-11-14 03:07:41
   ,   price , quantity ,e  ,          timestamp
0,49408000,0.2145,0,2023-11-14 03:07:46
1,49407000,0.8117,0,2023-11-14 03:07:46
2,49406000,0.0063,0,2023-11-14 03:07:46
3,49405000,0.0044,0,2023-11-14 03:07:46
4,49404000,0.0089,0,2023-11-14 03:07:46
0,49410000,0.0101,1,2023-11-14 03:07:46
1,49411000,0.7226,1,2023-11-14 03:07:46
2,49412000,0.0048,1,2023-11-14 03:07:46
3,49413000,0.0047,1,2023-11-14 03:07:46
4,49415000,0.5722,1,2023-11-14 03:07:46
   ,   price , quantity ,e  ,          timestamp
0,49412000,0.2117,0,2023-11-14 03:07:51
1,49411000,0.3235,0,2023-11-14 03:07:51
2,49410000,0.0923,0,2023-11-14 03:07:51
3,49409000,0.2980,0,2023-11-14 03:07:51
4,49408000,0.3022,0,2023-11-14 03:07:51
0,49413000,0.0047,1,2023-11-14 03:07:51
1,49415000,0.5722,1,2023-11-14 03:07:51
2,49416000,0.0059,1,2023-11-14 03:07:51
3,49417000,0.0050,1,2023-11-14 03:07:51
4,49418000,0.0059,1,2023-11-14 03:07:51
   ,   price , quantity ,e  ,          timestamp
0,49421000,0.2495,0,2023-11-14 03:07:56
1,49420000,0.2143,0,2023-11-14 03:07:56
2,49418000,0.0041,0,2023-11-14 03:07:56
3,49417000,0.0889,0,2023-11-14 03:07:56
4,49416000,0.0044,0,2023-11-14 03:07:56
0,49422000,0.0060,1,2023-11-14 03:07:56
1,49424000,0.0043,1,2023-11-14 03:07:56
2,49425000,0.0051,1,2023-11-14 03:07:56
3,49426000,0.0056,1,2023-11-14 03:07:56
4,49427000,0.0087,1,2023-11-14 03:07:56
   ,   price , quantity ,e  ,          timestamp
0,49414000,0.0043,0,2023-11-14 03:08:00
1,49413000,0.0058,0,2023-11-14 03:08:00
2,49412000,0.0057,0,2023-11-14 03:08:00
3,49411000,0.0051,0,2023-11-14 03:08:00
4,49410000,0.0044,0,2023-11-14 03:08:00
0,49418000,0.0100,1,2023-11-14 03:08:00
1,49419000,0.1491,1,2023-11-14 03:08:00
2,49420000,0.1124,1,2023-11-14 03:08:00
3,49421000,0.0057,1,2023-11-14 03:08:00
4,49422000,0.0625,1,2023-11-14 03:08:00
   ,   price , quantity ,e  ,          timestamp
0,49422000,0.0054,0,2023-11-14 03:08:05
1,49421000,0.0055,0,2023-11-14 03:08:05
2,49420000,0.0048,0,2023-11-14 03:08:05
3,49419000,0.0008,0,2023-11-14 03:08:05
4,49417000,0.0054,0,2023-11-14 03:08:05
0,49423000,0.0991,1,2023-11-14 03:08:05
1,49424000,0.0104,1,2023-11-14 03:08:05
2,49425000,0.0551,1,2023-11-14 03:08:05
3,49426000,0.0056,1,2023-11-14 03:08:05
4,49427000,0.0048,1,2023-11-14 03:08:05
   ,   price , quantity ,e  ,          timestamp
0,49416000,0.0049,0,2023-11-14 03:08:10
1,49415000,0.0051,0,2023-11-14 03:08:10
2,49414000,0.0046,0,2023-11-14 03:08:10
3,49413000,0.0039,0,2023-11-14 03:08:10
4,49412000,0.0087,0,2023-11-14 03:08:10
0,49418000,0.0105,1,2023-11-14 03:08:10
1,49419000,0.0052,1,2023-11-14 03:08:10
2,49420000,0.0059,1,2023-11-14 03:08:10
3,49421000,0.0047,1,2023-11-14 03:08:10
4,49422000,0.0500,1,2023-11-14 03:08:10
   ,   price , quantity ,e  ,          timestamp
0,49409000,0.0048,0,2023-11-14 03:08:15
1,49408000,0.0026,0,2023-11-14 03:08:15
2,49407000,0.8117,0,2023-11-14 03:08:15
3,49406000,0.0061,0,2023-11-14 03:08:15
4,49405000,0.0042,0,2023-11-14 03:08:15
0,49410000,0.2330,1,2023-11-14 03:08:15
1,49413000,0.1634,1,2023-11-14 03:08:15
2,49414000,0.1322,1,2023-11-14 03:08:15
3,49415000,0.0045,1,2023-11-14 03:08:15
4,49416000,0.0956,1,2023-11-14 03:08:15
   ,   price , quantity ,e  ,          timestamp
0,49409000,0.0118,0,2023-11-14 03:08:20
1,49408000,0.0049,0,2023-11-14 03:08:20
2,49407000,0.0046,0,2023-11-14 03:08:20
3,49406000,0.0058,0,2023-11-14 03:08:20
4,49405000,0.1234,0,2023-11-14 03:08:20
0,49410000,0.0155,1,2023-11-14 03:08:20
1,49411000,0.0044,1,2023-11-14 03:08:20
2,49412000,0.0051,1,2023-11-14 03:08:20
3,49413000,0.0557,1,2023-11-14 03:08:20
4,49414000,0.0057,1,2023-11-14 03:08:20
   ,   price , quantity ,e  ,          timestamp
0,49410000,0.0044,0,2023-11-14 03:08:25
1,49409000,0.0047,0,2023-11-14 03:08:25
2,49408000,0.0051,0,2023-11-14 03:08:25
3,49407000,0.0046,0,2023-11-14 03:08:25
4,49406000,0.0058,0,2023-11-14 03:08:25
0,49411000,0.1881,1,2023-11-14 03:08:25
1,49412000,0.1369,1,2023-11-14 03:08:25
2,49413000,0.0057,1,2023-11-14 03:08:25
3,49414000,0.0229,1,2023-11-14 03:08:25
4,49415000,0.0045,1,2023-11-14 03:08:25
   ,   price , quantity ,e  ,          timestamp
0,49402000,0.0833,0,2023-11-14 03:08:30
1,49401000,0.0059,0,2023-11-14 03:08:30
2,49400000,0.0057,0,2023-11-14 03:08:30
3,49399000,0.0052,0,2023-11-14 03:08:30
4,49397000,0.1254,0,2023-11-14 03:08:30
0,49403000,0.0052,1,2023-11-14 03:08:30
1,49404000,0.0042,1,2023-11-14 03:08:30
2,49405000,0.0052,1,2023-11-14 03:08:30
3,49406000,0.0550,1,2023-11-14 03:08:30
4,49407000,0.0043,1,2023-11-14 03:08:30
   ,   price , quantity ,e  ,          timestamp
0,49408000,0.0051,0,2023-11-14 03:08:35
1,49407000,0.0043,0,2023-11-14 03:08:35
2,49406000,0.0058,0,2023-11-14 03:08:35
3,49405000,0.0049,0,2023-11-14 03:08:35
4,49404000,0.0855,0,2023-11-14 03:08:35
0,49409000,0.2171,1,2023-11-14 03:08:35
1,49410000,0.3375,1,2023-11-14 03:08:35
2,49411000,0.0145,1,2023-11-14 03:08:35
3,49412000,0.1079,1,2023-11-14 03:08:35
4,49413000,0.0601,1,2023-11-14 03:08:35
   ,   price , quantity ,e  ,          timestamp
0,49402000,0.0059,0,2023-11-14 03:08:40
1,49401000,0.0061,0,2023-11-14 03:08:40
2,49400000,0.0057,0,2023-11-14 03:08:40
3,49399000,0.0054,0,2023-11-14 03:08:40
4,49398000,0.0045,0,2023-11-14 03:08:40
0,49405000,0.2168,1,2023-11-14 03:08:40
1,49406000,0.2217,1,2023-11-14 03:08:40
2,49407000,0.0057,1,2023-11-14 03:08:40
3,49408000,0.0043,1,2023-11-14 03:08:40
4,49409000,0.0051,1,2023-11-14 03:08:40
   ,   price , quantity ,e  ,          timestamp
0,49401000,0.0054,0,2023-11-14 03:08:45
1,49400000,0.0017,0,2023-11-14 03:08:45
2,49399000,0.0054,0,2023-11-14 03:08:45
3,49398000,0.0045,0,2023-11-14 03:08:45
4,49397000,0.0050,0,2023-11-14 03:08:45
0,49402000,0.0551,1,2023-11-14 03:08:45
1,49403000,0.0107,1,2023-11-14 03:08:45
2,49404000,0.0045,1,2023-11-14 03:08:45
3,49405000,0.0059,1,2023-11-14 03:08:45
4,49406000,0.0049,1,2023-11-14 03:08:45
   ,   price , quantity ,e  ,          timestamp
0,49403000,0.0042,0,2023-11-14 03:08:50
1,49402000,0.0054,0,2023-11-14 03:08:50
2,49401000,0.0054,0,2023-11-14 03:08:50
3,49400000,0.0017,0,2023-11-14 03:08:50
4,49399000,0.0054,0,2023-11-14 03:08:50
0,49404000,0.0045,1,2023-11-14 03:08:50
1,49405000,0.0559,1,2023-11-14 03:08:50
2,49406000,0.0049,1,2023-11-14 03:08:50
3,49407000,0.0057,1,2023-11-14 03:08:50
4,49408000,0.0043,1,2023-11-14 03:08:50
   ,   price , quantity ,e  ,          timestamp
0,49400000,0.0017,0,2023-11-14 03:08:55
1,49399000,0.0513,0,2023-11-14 03:08:55
2,49398000,0.0045,0,2023-11-14 03:08:55
3,49397000,0.0050,0,2023-11-14 03:08:55
4,49396000,0.0059,0,2023-11-14 03:08:55
0,49401000,0.1137,1,2023-11-14 03:08:55
1,49402000,0.0053,1,2023-11-14 03:08:55
2,49403000,0.0054,1,2023-11-14 03:08:55
3,49404000,0.0061,1,2023-11-14 03:08:55
4,49405000,0.0059,1,2023-11-14 03:08:55
   ,   price , quantity ,e  ,          timestamp
0,49410000,0.0896,0,2023-11-14 03:09:00
1,49409000,0.0745,0,2023-11-14 03:09:00
2,49407000,0.1152,0,2023-11-14 03:09:00
3,49406000,0.1121,0,2023-11-14 03:09:00
4,49405000,0.0043,0,2023-11-14 03:09:00
0,49419000,0.2208,1,2023-11-14 03:09:00
1,49420000,0.0060,1,2023-11-14 03:09:00
2,49421000,0.0049,1,2023-11-14 03:09:00
3,49422000,0.0191,1,2023-11-14 03:09:00
4,49423000,0.0002,1,2023-11-14 03:09:00
   ,   price , quantity ,e  ,          timestamp
0,49410000,0.0026,0,2023-11-14 03:09:05
1,49409000,0.0050,0,2023-11-14 03:09:05
2,49408000,0.0055,0,2023-11-14 03:09:05
3,49407000,0.0058,0,2023-11-14 03:09:05
4,49406000,0.0044,0,2023-11-14 03:09:05
0,49414000,0.0092,1,2023-11-14 03:09:05
1,49415000,0.8605,1,2023-11-14 03:09:05
2,49416000,0.0055,1,2023-11-14 03:09:05
3,49417000,0.0202,1,2023-11-14 03:09:05
4,49418000,0.1016,1,2023-11-14 03:09:05
   ,   price , quantity ,e  ,          timestamp
0,49411000,0.0039,0,2023-11-14 03:09:10
1,49410000,0.0026,0,2023-11-14 03:09:10
2,49409000,0.0050,0,2023-11-14 03:09:10
3,49408000,0.0055,0,2023-11-14 03:09:10
4,49407000,0.0954,0,2023-11-14 03:09:10
0,49413000,0.0053,1,2023-11-14 03:09:10
1,49415000,0.8552,1,2023-11-14 03:09:10
2,49416000,0.0055,1,2023-11-14 03:09:10
3,49417000,0.0041,1,2023-11-14 03:09:10
4,49418000,0.0170,1,2023-11-14 03:09:10
   ,   price , quantity ,e  ,          timestamp
0,49410000,0.0052,0,2023-11-14 03:09:15
1,49409000,0.0051,0,2023-11-14 03:09:15
2,49406000,0.0060,0,2023-11-14 03:09:15
3,49402000,0.0899,0,2023-11-14 03:09:15
4,49399000,0.0408,0,2023-11-14 03:09:15
0,49415000,0.3125,1,2023-11-14 03:09:15
1,49416000,0.2209,1,2023-11-14 03:09:15
2,49418000,0.0500,1,2023-11-14 03:09:15
3,49419000,0.0852,1,2023-11-14 03:09:15
4,49420000,0.0001,1,2023-11-14 03:09:15
   ,   price , quantity ,e  ,          timestamp
0,49408000,0.0976,0,2023-11-14 03:09:20
1,49407000,0.0404,0,2023-11-14 03:09:20
2,49406000,0.0878,0,2023-11-14 03:09:20
3,49405000,2.5005,0,2023-11-14 03:09:20
4,49404000,0.1097,0,2023-11-14 03:09:20
0,49410000,0.0051,1,2023-11-14 03:09:20
1,49411000,0.0052,1,2023-11-14 03:09:20
2,49412000,0.0003,1,2023-11-14 03:09:20
3,49413000,0.0060,1,2023-11-14 03:09:20
4,49414000,0.0041,1,2023-11-14 03:09:20
   ,   price , quantity ,e  ,          timestamp
0,49409000,0.0056,0,2023-11-14 03:09:25
1,49408000,0.0042,0,2023-11-14 03:09:25
2,49407000,0.0059,0,2023-11-14 03:09:25
3,49406000,0.0054,0,2023-11-14 03:09:25
4,49405000,0.0041,0,2023-11-14 03:09:25
0,49410000,1.0158,1,2023-11-14 03:09:25
1,49411000,0.0057,1,2023-11-14 03:09:25
2,49412000,0.0003,1,2023-11-14 03:09:25
3,49413000,0.0060,1,2023-11-14 03:09:25
4,49414000,0.0041,1,2023-11-14 03:09:25
   ,   price , quantity ,e  ,          timestamp
0,49409000,0.0057,0,2023-11-14 03:09:30
1,49408000,0.0042,0,2023-11-14 03:09:30
2,49407000,0.0059,0,2023-11-14 03:09:30
3,49406000,0.0054,0,2023-11-14 03:09:30
4,49405000,0.0041,0,2023-11-14 03:09:30
0,49410000,0.9956,1,2023-11-14 03:09:30
1,49411000,0.0058,1,2023-11-14 03:09:30
2,49412000,0.0003,1,2023-11-14 03:09:30
3,49413000,0.0060,1,2023-11-14 03:09:30
4,49414000,0.0041,1,2023-11-14 03:09:30
   ,   price , quantity ,e  ,          timestamp
0,49405000,0.0041,0,2023-11-14 03:09:35
1,49404000,0.0049,0,2023-11-14 03:09:35
2,49403000,0.0048,0,2023-11-14 03:09:35
3,49402000,0.0058,0,2023-11-14 03:09:35
4,49401000,0.0059,0,2023-11-14 03:09:35
0,49406000,0.2308,1,2023-11-14 03:09:35
1,49407000,0.0061,1,2023-11-14 03:09:35
2,49409000,0.0100,1,2023-11-14 03:09:35
3,49410000,0.7088,1,2023-11-14 03:09:35
4,49411000,0.0525,1,2023-11-14 03:09:35
   ,   price , quantity ,e  ,          timestamp
0,49399000,0.0001,0,2023-11-14 03:09:40
1,49398000,0.0047,0,2023-11-14 03:09:40
2,49397000,0.0049,0,2023-11-14 03:09:40
3,49396000,0.0016,0,2023-11-14 03:09:40
4,49395000,0.0178,0,2023-11-14 03:09:40
0,49403000,0.2003,1,2023-11-14 03:09:40
1,49404000,0.0047,1,2023-11-14 03:09:40
2,49405000,0.0251,1,2023-11-14 03:09:40
3,49406000,0.0041,1,2023-11-14 03:09:40
4,49407000,0.0054,1,2023-11-14 03:09:40
   ,   price , quantity ,e  ,          timestamp
0,49397000,0.0050,0,2023-11-14 03:09:45
1,49396000,0.0016,0,2023-11-14 03:09:45
2,49395000,0.0179,0,2023-11-14 03:09:45
3,49394000,0.0594,0,2023-11-14 03:09:45
4,49393000,0.0061,0,2023-11-14 03:09:45
0,49399000,0.0039,1,2023-11-14 03:09:45
1,49400000,0.0781,1,2023-11-14 03:09:45
2,49401000,0.0096,1,2023-11-14 03:09:45
3,49402000,0.0059,1,2023-11-14 03:09:45
4,49403000,0.0057,1,2023-11-14 03:09:45
   ,   price , quantity ,e  ,          timestamp
0,49398000,0.0058,0,2023-11-14 03:09:50
1,49397000,0.0011,0,2023-11-14 03:09:50
2,49396000,0.0016,0,2023-11-14 03:09:50
3,49395000,0.0179,0,2023-11-14 03:09:50
4,49394000,0.0595,0,2023-11-14 03:09:50
0,49399000,0.0441,1,2023-11-14 03:09:50
1,49400000,0.0146,1,2023-11-14 03:09:50
2,49401000,0.0045,1,2023-11-14 03:09:50
3,49402000,0.0059,1,2023-11-14 03:09:50
4,49403000,0.0057,1,2023-11-14 03:09:50
   ,   price , quantity ,e  ,          timestamp
0,49398000,0.0043,0,2023-11-14 03:09:55
1,49397000,0.0011,0,2023-11-14 03:09:55
2,49396000,0.0016,0,2023-11-14 03:09:55
3,49395000,0.0179,0,2023-11-14 03:09:55
4,49394000,0.0595,0,2023-11-14 03:09:55
0,49399000,0.2603,1,2023-11-14 03:09:55
1,49400000,0.0146,1,2023-11-14 03:09:55
2,49401000,0.0045,1,2023-11-14 03:09:55
3,49402000,0.0059,1,2023-11-14 03:09:55
4,49403000,0.0057,1,2023-11-14 03:09:55
   ,   price , quantity ,e  ,          timestamp
0,49396000,0.0032,0,2023-11-14 03:10:00
1,49395000,0.0097,0,2023-11-14 03:10:00
2,49394000,0.0595,0,2023-11-14 03:10:00
3,49393000,0.0061,0,2023-11-14 03:10:00
4,49392000,0.0045,0,2023-11-14 03:10:00
0,49398000,0.2105,1,2023-11-14 03:10:00
1,49399000,0.0057,1,2023-11-14 03:10:00
2,49400000,0.0146,1,2023-11-14 03:10:00
3,49401000,0.0045,1,2023-11-14 03:10:00
4,49402000,0.0059,1,2023-11-14 03:10:00
   ,   price , quantity ,e  ,          timestamp
0,49395000,0.2201,0,2023-11-14 03:10:05
1,49394000,0.0595,0,2023-11-14 03:10:05
2,49393000,0.0061,0,2023-11-14 03:10:05
3,49392000,0.0045,0,2023-11-14 03:10:05
4,49391000,0.0150,0,2023-11-14 03:10:05
0,49396000,1.1443,1,2023-11-14 03:10:05
1,49397000,0.0044,1,2023-11-14 03:10:05
2,49398000,0.0047,1,2023-11-14 03:10:05
3,49399000,0.0057,1,2023-11-14 03:10:05
4,49400000,0.0146,1,2023-11-14 03:10:05
   ,   price , quantity ,e  ,          timestamp
0,49395000,0.2201,0,2023-11-14 03:10:10
1,49394000,0.0595,0,2023-11-14 03:10:10
2,49393000,0.0061,0,2023-11-14 03:10:10
3,49392000,0.0901,0,2023-11-14 03:10:10
4,49391000,0.0546,0,2023-11-14 03:10:10
0,49396000,1.5232,1,2023-11-14 03:10:10
1,49397000,0.0044,1,2023-11-14 03:10:10
2,49398000,0.0049,1,2023-11-14 03:10:10
3,49399000,0.0057,1,2023-11-14 03:10:10
4,49400000,0.0146,1,2023-11-14 03:10:10
   ,   price , quantity ,e  ,          timestamp
0,49395000,0.0084,0,2023-11-14 03:10:14
1,49394000,0.0595,0,2023-11-14 03:10:14
2,49393000,0.0061,0,2023-11-14 03:10:14
3,49392000,0.0901,0,2023-11-14 03:10:14
4,49391000,0.0150,0,2023-11-14 03:10:14
0,49396000,1.4898,1,2023-11-14 03:10:14
1,49397000,0.0044,1,2023-11-14 03:10:14
2,49398000,0.0049,1,2023-11-14 03:10:14
3,49399000,0.0057,1,2023-11-14 03:10:14
4,49400000,0.0148,1,2023-11-14 03:10:14
   ,   price , quantity ,e  ,          timestamp
0,49395000,0.0084,0,2023-11-14 03:10:19
1,49394000,0.0595,0,2023-11-14 03:10:19
2,49393000,0.0061,0,2023-11-14 03:10:19
3,49392000,0.0901,0,2023-11-14 03:10:19
4,49391000,0.0150,0,2023-11-14 03:10:19
0,49396000,0.9417,1,2023-11-14 03:10:19
1,49397000,0.0044,1,2023-11-14 03:10:19
2,49398000,0.0049,1,2023-11-14 03:10:19
3,49399000,0.0057,1,2023-11-14 03:10:19
4,49400000,0.0148,1,2023-11-14 03:10:19
   ,   price , quantity ,e  ,          timestamp
0,49394000,0.0595,0,2023-11-14 03:10:24
1,49393000,0.0061,0,2023-11-14 03:10:24
2,49392000,0.0045,0,2023-11-14 03:10:24
3,49391000,0.0150,0,2023-11-14 03:10:24
4,49390000,0.2093,0,2023-11-14 03:10:24
0,49395000,0.7978,1,2023-11-14 03:10:24
1,49396000,0.8933,1,2023-11-14 03:10:24
2,49397000,0.0044,1,2023-11-14 03:10:24
3,49398000,0.0049,1,2023-11-14 03:10:24
4,49399000,0.0057,1,2023-11-14 03:10:24
   ,   price , quantity ,e  ,          timestamp
0,49386000,0.0173,0,2023-11-14 03:10:29
1,49385000,0.2277,0,2023-11-14 03:10:29
2,49384000,0.0159,0,2023-11-14 03:10:29
3,49383000,0.0057,0,2023-11-14 03:10:29
4,49382000,0.0059,0,2023-11-14 03:10:29
0,49387000,0.0052,1,2023-11-14 03:10:29
1,49388000,0.0042,1,2023-11-14 03:10:29
2,49389000,0.0046,1,2023-11-14 03:10:29
3,49391000,0.0057,1,2023-11-14 03:10:29
4,49392000,0.0047,1,2023-11-14 03:10:29
   ,   price , quantity ,e  ,          timestamp
0,49389000,0.0056,0,2023-11-14 03:10:34
1,49388000,0.2164,0,2023-11-14 03:10:34
2,49387000,0.0051,0,2023-11-14 03:10:34
3,49386000,0.0056,0,2023-11-14 03:10:34
4,49385000,0.0160,0,2023-11-14 03:10:34
0,49390000,0.0500,1,2023-11-14 03:10:34
1,49391000,0.0057,1,2023-11-14 03:10:34
2,49392000,0.0047,1,2023-11-14 03:10:34
3,49393000,0.0044,1,2023-11-14 03:10:34
4,49394000,0.0061,1,2023-11-14 03:10:34
   ,   price , quantity ,e  ,          timestamp
0,49394000,0.0464,0,2023-11-14 03:10:39
1,49391000,0.0049,0,2023-11-14 03:10:39
2,49390000,0.0041,0,2023-11-14 03:10:39
3,49389000,0.0056,0,2023-11-14 03:10:39
4,49388000,0.0047,0,2023-11-14 03:10:39
0,49395000,0.1722,1,2023-11-14 03:10:39
1,49396000,0.7814,1,2023-11-14 03:10:39
2,49397000,0.0044,1,2023-11-14 03:10:39
3,49398000,0.0086,1,2023-11-14 03:10:39
4,49399000,0.0057,1,2023-11-14 03:10:39
   ,   price , quantity ,e  ,          timestamp
0,49395000,0.2215,0,2023-11-14 03:10:44
1,49391000,0.0535,0,2023-11-14 03:10:44
2,49390000,0.0041,0,2023-11-14 03:10:44
3,49389000,0.0917,0,2023-11-14 03:10:44
4,49388000,0.0047,0,2023-11-14 03:10:44
0,49396000,0.7063,1,2023-11-14 03:10:44
1,49397000,0.0044,1,2023-11-14 03:10:44
2,49398000,0.0049,1,2023-11-14 03:10:44
3,49399000,0.0057,1,2023-11-14 03:10:44
4,49400000,0.0148,1,2023-11-14 03:10:44
   ,   price , quantity ,e  ,          timestamp
0,49389000,0.0056,0,2023-11-14 03:10:49
1,49388000,0.0047,0,2023-11-14 03:10:49
2,49387000,0.0051,0,2023-11-14 03:10:49
3,49386000,0.0056,0,2023-11-14 03:10:49
4,49385000,0.0160,0,2023-11-14 03:10:49
0,49391000,0.0051,1,2023-11-14 03:10:49
1,49393000,0.0500,1,2023-11-14 03:10:49
2,49394000,0.0345,1,2023-11-14 03:10:49
3,49395000,0.6618,1,2023-11-14 03:10:49
4,49396000,0.0028,1,2023-11-14 03:10:49
   ,   price , quantity ,e  ,          timestamp
0,49401000,0.0023,0,2023-11-14 03:10:54
1,49400000,0.0056,0,2023-11-14 03:10:54
2,49399000,0.0051,0,2023-11-14 03:10:54
3,49398000,0.0049,0,2023-11-14 03:10:54
4,49397000,0.0060,0,2023-11-14 03:10:54
0,49403000,0.2212,1,2023-11-14 03:10:54
1,49404000,0.0049,1,2023-11-14 03:10:54
2,49405000,0.0047,1,2023-11-14 03:10:54
3,49406000,0.0081,1,2023-11-14 03:10:54
4,49407000,0.0056,1,2023-11-14 03:10:54
   ,   price , quantity ,e  ,          timestamp
0,49399000,0.1076,0,2023-11-14 03:10:59
1,49398000,0.0049,0,2023-11-14 03:10:59
2,49397000,0.0473,0,2023-11-14 03:10:59
3,49396000,0.0046,0,2023-11-14 03:10:59
4,49395000,0.0057,0,2023-11-14 03:10:59
0,49401000,0.0046,1,2023-11-14 03:10:59
1,49402000,0.0185,1,2023-11-14 03:10:59
2,49403000,0.0044,1,2023-11-14 03:10:59
3,49404000,0.0049,1,2023-11-14 03:10:59
4,49405000,0.0047,1,2023-11-14 03:10:59
   ,   price , quantity ,e  ,          timestamp
0,49414000,0.0043,0,2023-11-14 03:11:04
1,49413000,0.0054,0,2023-11-14 03:11:04
2,49412000,0.0044,0,2023-11-14 03:11:04
3,49411000,0.0056,0,2023-11-14 03:11:04
4,49410000,0.0458,0,2023-11-14 03:11:04
0,49416000,0.0013,1,2023-11-14 03:11:04
1,49417000,0.2159,1,2023-11-14 03:11:04
2,49418000,0.0912,1,2023-11-14 03:11:04
3,49419000,0.0043,1,2023-11-14 03:11:04
4,49420000,0.0061,1,2023-11-14 03:11:04
   ,   price , quantity ,e  ,          timestamp
0,49413000,0.0085,0,2023-11-14 03:11:09
1,49412000,0.0043,0,2023-11-14 03:11:09
2,49411000,0.0044,0,2023-11-14 03:11:09
3,49410000,0.0010,0,2023-11-14 03:11:09
4,49409000,0.0049,0,2023-11-14 03:11:09
0,49414000,0.8305,1,2023-11-14 03:11:09
1,49415000,0.0094,1,2023-11-14 03:11:09
2,49416000,0.0013,1,2023-11-14 03:11:09
3,49417000,0.0042,1,2023-11-14 03:11:09
4,49418000,0.0101,1,2023-11-14 03:11:09
   ,   price , quantity ,e  ,          timestamp
